PlayerID,Age,Gender,Location,Platform,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,InGamePurchases,GameDifficulty,EngagementLevel
137,21,Female,Germany,Console,Simulation,3.827270592112649,7,68.1025817101989,0.19283338184259374,2,Low
138,25,Other,Australia,Console,Simulation,10.66391892632044,6,49.67804573508299,3.2495433364095843,1,Low
139,34,Female,France,Console,Simulation,29.44131391521918,3,45.19165791352782,2.9953528752565797,1,Low
140,18,Female,Canada,PC,Sports,78.30287277816001,1,32.87275422659519,0.31597949366859135,2,Low
141,29,Male,France,Mobile,RPG,60.37471531137392,5,52.82145981070876,1.521554279805271,1,Low
142,38,Male,Australia,PC,Strategy,45.9239506743673,5,40.823923535009605,1.4018192173730195,3,Low
143,15,Male,Japan,PC,Action,3.4483884382610546,3,48.78821812009504,1.7592553740062589,5,Low
144,29,Male,USA,PC,Puzzle,49.17895575256418,5,30.181901371604877,5.118856338003641,2,Low
145,30,Male,Australia,PC,Puzzle,42.147754552063894,7,20.963427954576048,5.971222593314119,1,Low
146,34,Male,USA,Console,RPG,9.462567280292971,4,45.50938687593712,2.070547541415148,2,Low
147,18,Female,Germany,PC,Strategy,10.034760643738043,4,45.06739651032638,7.761287553126294,1,Low
148,17,Male,Canada,PC,Sports,12.320349811996616,7,33.081342752958626,2.705223063473553,3,Low
149,32,Male,Japan,VR,Strategy,21.352486142426464,5,29.669798143662156,3.694936755087545,4,Low
150,30,Male,Canada,PC,RPG,6.0446988322129585,2,56.16812578148273,0.7864841212144162,5,Low
151,30,Other,Germany,PC,Strategy,0.4643168745283889,4,54.098963915087495,1.3256608443439566,5,Low
152,30,Male,Japan,PC,Puzzle,3.0450718493211912,2,82.53100313279644,6.501596921086326,2,Low
153,22,Male,Brazil,PC,Puzzle,11.600509889829471,6,72.61859652909719,18.870495608345713,5,Medium
154,29,Female,Japan,PC,Action,6.625785770566818,3,21.123150468374206,6.0980311200040305,1,Low
155,30,Female,USA,PC,Sports,28.92229381738964,6,41.18348348220263,0.27861221046920953,3,Low
156,22,Male,USA,Mobile,Puzzle,2.2564338572915577,6,17.7046256772438,0.7709529634544725,3,Low
157,42,Male,USA,PC,Action,49.89071132049206,6,8.215282618609464,2.950954641550638,2,Low
158,31,Male,France,PC,Sports,45.13831586250559,4,88.90978175286776,6.594540671980086,1,Low
159,18,Other,Brazil,Console,Puzzle,47.88453990856807,4,74.60593007556974,0.9072044711503462,5,Medium
160,33,Male,UK,Mobile,Sports,26.911495329581967,4,32.40392169141039,6.94792156726524,1,Low
161,20,Male,Australia,Console,Strategy,2.2633733234475812,1,69.86752277905222,4.05780396948562,5,Low
162,34,Male,USA,Mobile,Action,11.529964959359248,4,72.83440625290217,7.4481330923265245,1,Low
163,37,Male,UK,PC,Sports,2.8175748668310425,4,6.590716597355865,4.0781292762396015,5,Low
164,21,Female,UK,Console,Sports,87.96180779153985,4,62.01207314034501,4.613093279163698,5,Medium
165,35,Male,Canada,PC,Strategy,8.100456820413642,2,35.16692797682834,1.4300644384135843,3,Low
166,31,Male,Germany,PC,Puzzle,17.605471251948053,1,52.661900567552905,6.368217686971227,4,Low
167,34,Male,France,Mobile,Puzzle,30.227453738228917,5,105.19724391575832,9.28995690077927,4,Medium
168,43,Male,UK,Mobile,RPG,50.66919006721904,7,76.70724810842863,10.250998718057025,2,Medium
169,26,Male,Australia,Console,RPG,28.174703736718754,5,42.43575741980666,0.1494775155753095,4,Low
170,21,Female,France,Console,Puzzle,22.44808853027529,6,73.43347007991147,4.898786485025442,2,Low
171,20,Female,Canada,PC,Simulation,12.546506491409126,3,6.557777227233558,22.800187885767404,3,Low
172,21,Female,USA,Mobile,Simulation,18.597660486916876,2,55.07145662153305,4.420517427249424,2,Low
173,27,Female,Japan,Mobile,Sports,1.9779358751915812,3,55.549534460573256,0.9392983646145086,4,Low
174,30,Female,UK,VR,Puzzle,43.06995138005644,5,59.11386062581017,10.50263506231262,5,Medium
175,30,Male,Germany,Console,RPG,15.69548461736694,6,34.830265082855895,1.5347078573280217,2,Low
176,34,Female,Japan,Console,Sports,0.8192536390533302,6,52.639475402432325,0.23029016191048024,4,Low
177,28,Female,Canada,PC,Action,50.490119256733976,5,62.119453935888615,2.8151402338356784,4,Medium
178,39,Female,France,Console,RPG,13.43953620599052,4,5.0,0.5283177712665421,5,Low
179,25,Male,Australia,PC,RPG,40.58853079647559,6,38.67646455739247,0.6122072094705184,1,Low
180,49,Male,Brazil,PC,RPG,38.882548370032744,4,26.93375465300956,3.111478895327908,4,Low
181,33,Female,USA,Console,Simulation,33.829407274558136,2,58.242791009873045,4.7425643186346536,3,Low
182,21,Female,France,PC,Strategy,1.267381848686392,4,72.55676639009607,11.790069458162009,5,Medium
183,19,Other,Germany,VR,Strategy,5.675571232772647,4,32.7629460836791,6.108188469275716,1,Low
184,31,Male,UK,PC,Simulation,41.67668309635846,3,23.226129297524082,9.244924831082901,5,Medium
185,26,Male,Germany,Console,Puzzle,45.85092424243762,2,47.343278908686216,2.6533087817055616,2,Low
186,33,Male,France,PC,Puzzle,12.252326759105877,4,21.93577976413379,1.9179679295127394,4,Low
187,31,Female,France,PC,Simulation,11.59785094754474,5,40.47134045972474,4.492748528568221,4,Low
188,27,Male,Japan,PC,Simulation,3.8508474498972936,3,38.36235552550866,5.945413856154461,5,Low
189,21,Male,Germany,Mobile,Puzzle,69.09879261922666,5,56.60205493203371,4.199547961504599,2,Medium
190,15,Other,Germany,PC,Strategy,4.794059989771943,4,51.30391169510403,1.5361683188643944,5,Low
191,24,Male,Germany,Mobile,Sports,4.237564489906468,2,48.22793827156893,2.307986423588856,3,Low
192,34,Female,USA,PC,Simulation,21.619119858900113,4,77.73701022580926,2.97379694419829,4,Medium
193,29,Male,Australia,PC,Sports,5.56372740679464,4,50.39459054174923,0.07126498598345637,4,Low
194,18,Female,France,PC,Sports,55.86288649410932,4,36.6432444777563,10.594604915110333,3,Medium
195,29,Male,Canada,Mobile,Action,0.21933825336766088,6,39.0961917712712,3.5811596726764434,1,Low
196,31,Female,USA,Console,Strategy,0.11539752179729608,8,29.713904991484462,6.952113298505173,4,Low
197,20,Female,USA,Console,Sports,14.058973227834773,1,24.62727422671866,0.943175011915304,5,Low
198,29,Male,USA,PC,Strategy,13.391053068055214,3,17.21315159029695,4.066907619564826,1,Low
199,28,Male,Japan,Mobile,Strategy,3.5673243151994,4,67.68464893413484,13.02732173379918,1,Low
200,18,Male,Brazil,Console,Action,13.644918830168717,2,30.63385885426432,1.205753465269844,5,Low
201,30,Female,Australia,PC,Puzzle,10.60904290717334,1,51.31830950346539,2.1221403763625286,3,Low
202,32,Female,Australia,Mobile,Strategy,44.205501883317,4,39.00267532091824,2.4577559668835525,1,Low
203,36,Male,Canada,Mobile,Sports,0.18594007473892937,2,44.41552009488204,2.416892266240566,4,Low
204,36,Female,Brazil,PC,Puzzle,74.82013985021156,5,68.07602236127843,4.589242149334402,2,Medium
205,16,Male,Germany,PC,Puzzle,19.584225348910383,1,48.533128567240986,2.5024811686087025,1,Low
206,20,Female,Japan,PC,RPG,3.2938008849064584,3,26.546505002423373,5.605125393730287,3,Low
207,32,Other,France,Mobile,Sports,0.9577717043125931,4,33.71774922426019,3.313675055417295,5,Low
208,32,Male,Brazil,PC,Sports,15.44838224471941,4,62.19892055906776,0.8576554788058028,4,Low
209,32,Male,UK,PC,Strategy,5.354717631366012,5,54.66357074869942,14.837496552302182,2,Low
210,58,Male,Japan,PC,Sports,7.166827690776825,2,63.448266416114826,1.3690032895563886,1,Low
211,32,Male,UK,PC,RPG,5.624251956351608,4,40.229971331120865,4.133049196867487,3,Low
212,37,Male,France,PC,Strategy,21.006291404461216,5,17.079123691711963,0.3130700716231657,2,Low
213,35,Male,Canada,Console,Simulation,16.127614910623404,4,55.132959773824965,12.543231907271828,2,Low
214,33,Male,Australia,PC,Sports,1.6236463119068176,6,50.05637809883962,13.1551740527851,4,Medium
215,25,Male,UK,Mobile,Sports,14.953188083978088,4,50.58017774320929,2.2670615394213236,4,Low
216,34,Male,USA,PC,Action,31.32658817346873,3,17.36512717382415,0.6447390586175492,1,Low
217,21,Male,Japan,Mobile,Simulation,1.693618419248248,2,32.19567067531482,7.348034566903062,1,Low
218,26,Male,Brazil,Mobile,Simulation,44.09809561628009,3,26.23263498117501,1.5207694635719657,2,Low
219,24,Female,Brazil,PC,RPG,17.26953773097399,2,52.98733286180391,6.030135187711583,3,Low
220,28,Female,UK,Console,Simulation,60.16600613726016,3,53.67588148440292,12.334245198398758,2,Medium
221,46,Male,France,Mobile,Action,3.2066902878212593,3,44.130242175355924,4.460897398735647,3,Low
222,13,Male,Australia,Console,RPG,100.92006674878272,3,64.35169437294324,9.874957598336925,4,Medium
223,33,Female,USA,Mobile,Simulation,20.671826389340783,3,74.81423313139892,1.272193712482682,3,Low
224,15,Other,Brazil,VR,RPG,16.763190821913177,3,52.06112745356275,12.06371612837068,3,Low
225,24,Male,UK,Console,Simulation,14.483661977427591,5,58.421420598485824,1.2850825342466867,4,Low
226,36,Male,Australia,VR,Simulation,0.47877258665941025,2,34.168999203507596,1.279625931672106,5,Low
227,28,Male,France,Mobile,Puzzle,56.14830502722703,3,30.491430367606508,10.595857456584955,2,Low
228,19,Male,Canada,Mobile,Simulation,20.656180451203493,4,65.19487771479261,4.0473206544177085,1,Low
229,22,Male,France,Console,Sports,1.9219924856570758,3,27.50515485996726,8.03324936151334,3,Low
230,33,Male,Canada,Console,Simulation,0.42349563940767354,6,58.94126707996389,8.109798583425945,1,Low
231,22,Female,Brazil,VR,Sports,1.0423703639636643,4,79.38942333077888,5.205888264146761,1,Low
232,29,Male,Australia,PC,Strategy,18.801208285815033,4,58.06963756207061,1.0478906606307214,2,Low
233,28,Male,Australia,Console,Puzzle,19.039156905495865,3,43.38135083042685,5.889804255796824,5,Low
234,22,Male,USA,PC,Action,13.84963970828366,4,18.19351475221639,0.3287478268538721,5,Low
235,45,Male,France,Mobile,RPG,7.32774831478019,5,48.26605582292563,1.1198947893999527,5,Low
236,33,Male,Germany,PC,RPG,15.174748306647404,2,65.18192268784793,5.148862797705521,5,Low
237,13,Male,Brazil,PC,Strategy,14.525883272693314,4,41.420801142485004,11.919507055549253,4,Low
238,29,Female,Japan,Console,Simulation,0.39213035202080015,3,65.42987855703555,7.38531615349989,1,Low
239,22,Male,Germany,PC,Action,6.638788954137981,2,52.300480584602866,2.0207630373903376,1,Low
240,34,Female,Brazil,Mobile,Strategy,1.0930383855411652,6,50.826810971731554,8.677891449351927,4,Low
241,21,Female,Germany,Mobile,Strategy,46.082676122157864,5,38.66423476431963,16.995591565742526,2,Medium
242,27,Male,Germany,PC,RPG,25.835920235952607,5,15.879123387669868,2.0169638428335985,3,Low
243,32,Male,Japan,PC,Sports,111.01352207643087,4,36.49778324678112,1.0340473568388586,5,Medium
244,34,Male,Germany,Mobile,Sports,7.195631384554493,5,36.33891351722333,1.1002071935691746,5,Low
245,18,Female,Canada,PC,Simulation,42.15449087235471,5,56.50881652172079,2.556825703433922,4,Medium
246,25,Female,France,Console,Simulation,18.479114053652005,1,44.69550747855851,0.2687099118620823,5,Low
247,24,Female,Australia,VR,Strategy,12.070715318456822,5,66.663360424498,3.344784148219521,4,Low
248,22,Male,USA,PC,Simulation,5.035313463239065,2,50.62706046998997,6.589414359327353,3,Low
249,42,Female,Germany,PC,Sports,26.818174212711398,5,34.9130035372173,3.780004034392422,1,Low
250,31,Male,Australia,Mobile,Action,46.89748595521654,1,28.7024844703322,17.541170911089207,5,Medium
251,17,Male,Germany,Mobile,RPG,5.365653223506046,3,32.93250619661272,3.0967036680535047,2,Low
252,35,Male,Brazil,PC,Sports,3.85690275823364,3,48.21537871985736,0.06673764196557884,4,Low
253,44,Male,USA,PC,Puzzle,23.82915655424593,8,37.54413583359118,3.1755646573170693,3,Low
254,36,Female,Brazil,Mobile,Simulation,75.42189810516946,5,23.471214265446243,13.28788986087378,2,Medium
255,15,Male,USA,VR,RPG,27.722295633231177,3,65.1343171204438,0.5038628021062275,1,Low
256,24,Male,Germany,PC,Puzzle,6.697730583735078,3,48.04622715599993,1.2613652300406883,2,Low
257,38,Male,Canada,Mobile,RPG,10.893006469544979,3,50.49438989920214,6.286151826263946,4,Low
258,22,Female,Australia,VR,Strategy,9.700481808310732,4,28.547524708612258,1.7414133287377798,5,Low
259,31,Female,USA,Mobile,Simulation,38.223704504570826,2,24.16804522088426,7.24597739302814,1,Low
260,34,Male,France,Mobile,Strategy,29.513074186696365,3,41.755280203560794,2.717813729418147,4,Low
261,20,Male,Australia,Mobile,RPG,17.782045936706666,5,5.0,7.949821912671188,3,Low
262,27,Male,France,VR,Strategy,6.430544525306087,4,60.59626619928684,4.009600174756958,2,Low
263,13,Female,Australia,Mobile,Simulation,55.608717486264055,5,30.919532522436363,0.43034256259586173,2,Low
264,19,Male,Canada,Console,Sports,21.18678681272494,3,39.645905120085786,2.4399114439082497,1,Low
265,25,Male,Brazil,Mobile,Action,70.45147365563079,5,53.538385965052036,2.026688056638015,1,Low
266,18,Male,Japan,Mobile,Puzzle,17.35558513269898,10,40.50729844787859,8.305793234784154,3,Medium
267,41,Male,Brazil,PC,Sports,34.42893831481621,3,21.632510884563295,4.902523961111298,3,Low
268,16,Female,UK,PC,RPG,33.54420694284083,3,75.11400719621577,7.511912361237069,1,Low
269,24,Male,Canada,Console,Sports,8.229526089034426,4,14.348359829279428,2.327268052806823,4,Low
270,29,Male,Germany,PC,Strategy,66.496242879396,1,5.0,5.8841113476972176,4,Low
271,39,Male,UK,Mobile,Simulation,0.44371523311918354,5,62.49200672242777,0.3372973125475643,1,Low
272,16,Male,Germany,PC,Sports,29.281737474157005,5,15.8113761890497,0.18707370420156955,2,Low
273,37,Female,France,Console,Sports,67.36903970467455,3,70.05565749068313,1.6946514110777946,5,Medium
274,28,Male,USA,PC,Simulation,8.277251465129165,2,52.53776408756642,7.429450452505689,3,Low
